second_level_domain,top_level_domain,ip_address,status,timestamp
a9b,com,3.33.243.145,15.197.204.56,Active,2025-09-26 12:26:50
a9c,com,15.197.225.128,3.33.251.168,Active,2025-09-26 12:26:50
a9d,com,199.87.236.162,Active,2025-09-26 12:26:50
a89,com,91.151.84.11,Active,2025-09-26 12:26:50
a9g,com,52.217.116.237,3.5.14.217,54.231.235.157,16.15.185.56,16.15.178.159,52.216.62.125,52.217.0.82,52.217.123.53,Active,2025-09-26 12:26:50
a86,com,66.203.157.242,Active,2025-09-26 12:26:50
a9a,com,208.98.40.208,Active,2025-09-26 12:26:50
a9i,com,185.53.177.20,Active,2025-09-26 12:26:50
a9e,com,89.117.19.57,Active,2025-09-26 12:26:51
a9n,com,13.35.37.7,13.35.37.54,13.35.37.113,13.35.37.17,Active,2025-09-26 12:26:51
a9o,com,13.248.169.48,76.223.54.146,Active,2025-09-26 12:26:51
a9j,com,54.36.241.181,Active,2025-09-26 12:26:51
a9m,com,159.89.244.183,164.90.244.158,Active,2025-09-26 12:26:51
a9k,com,86.105.245.69,Active,2025-09-26 12:26:51
a9r,com,89.117.19.57,Active,2025-09-26 12:26:52
a9s,com,89.117.19.57,Active,2025-09-26 12:26:52
a9t,com,166.117.110.61,99.83.161.153,Active,2025-09-26 12:26:52
a9v,com,172.237.146.8,172.237.146.25,172.233.219.123,172.233.219.49,172.237.146.38,172.233.219.78,Active,2025-09-26 12:26:52
a9y,com,15.197.148.33,3.33.130.190,Active,2025-09-26 12:26:52
a9u,com,89.117.19.57,Active,2025-09-26 12:26:52
a90,com,76.76.21.21,Active,2025-09-26 12:26:53
a92,com,23.54.155.140,23.54.155.139,Active,2025-09-26 12:26:53
a93,com,64.190.63.222,Active,2025-09-26 12:26:53
a7s,com,172.104.149.86,139.162.181.76,139.162.174.209,172.104.251.198,Active,2025-09-26 12:26:53
a94,com,103.224.182.253,Active,2025-09-26 12:26:54
a8e,com,172.104.149.86,172.104.251.198,139.162.181.76,139.162.174.209,Active,2025-09-26 12:26:54
a96,com,99.83.161.153,166.117.110.61,Active,2025-09-26 12:26:54
a98,com,15.197.148.33,3.33.130.190,Active,2025-09-26 12:26:54
a99,com,3.33.130.190,15.197.148.33,Active,2025-09-26 12:26:54
bac,com,171.161.148.21,171.159.228.21,Active,2025-09-26 12:26:54
bab,com,18.133.107.174,Active,2025-09-26 12:26:54
bad,com,3.33.243.145,15.197.204.56,Active,2025-09-26 12:26:54
baf,com,208.67.177.148,Active,2025-09-26 12:26:55
bag,com,50.16.218.27,Active,2025-09-26 12:26:55
baj,com,121.78.127.249,Active,2025-09-26 12:26:56
bak,com,143.198.156.93,Active,2025-09-26 12:26:56
