second_level_domain,top_level_domain,ip_address,status,timestamp
ab0,com,103.143.28.17,Active,2025-09-26 12:22:22
ace,com,76.76.21.21,Active,2025-09-26 12:22:22
ach,com,104.17.194.109,104.17.195.109,Active,2025-09-26 12:22:22
aci,com,23.254.244.36,Active,2025-09-26 12:22:22
ab7,com,3.33.130.190,15.197.148.33,Active,2025-09-26 12:22:22
acg,com,35.232.226.111,Active,2025-09-26 12:22:22
ab9,com,103.143.28.18,Active,2025-09-26 12:22:22
abr,com,35.168.216.102,Active,2025-09-26 12:22:23
ab8,com,103.143.28.18,Active,2025-09-26 12:22:23
acb,com,3.171.198.29,3.171.198.43,3.171.198.91,3.171.198.45,Active,2025-09-26 12:22:23
abg,com,170.225.13.149,Active,2025-09-26 12:22:23
acj,com,13.248.128.78,76.223.0.206,Active,2025-09-26 12:22:23
aco,com,128.140.102.52,Active,2025-09-26 12:22:23
acn,com,18.155.68.98,18.155.68.4,18.155.68.104,18.155.68.21,Active,2025-09-26 12:22:23
ab4,com,72.52.179.175,Active,2025-09-26 12:22:23
ack,com,3.211.19.212,Active,2025-09-26 12:22:23
abv,com,72.167.35.33,Active,2025-09-26 12:22:23
ab3,com,103.143.28.18,Active,2025-09-26 12:22:23
acv,com,87.238.166.205,Active,2025-09-26 12:22:23
acm,com,216.92.220.50,Active,2025-09-26 12:22:23
abp,com,165.227.206.174,Active,2025-09-26 12:22:23
acx,com,3.33.165.64,15.197.171.15,Active,2025-09-26 12:22:23
aa4,com,208.98.40.209,Active,2025-09-26 12:22:23
acl,com,104.154.105.165,Active,2025-09-26 12:22:23
ac2,com,217.160.123.79,Active,2025-09-26 12:22:23
acr,com,64.190.63.222,Active,2025-09-26 12:22:23
abz,com,149.28.227.54,108.61.73.182,Active,2025-09-26 12:22:23
acp,com,75.2.70.75,99.83.190.102,Active,2025-09-26 12:22:23
ac8,com,208.67.23.91,Active,2025-09-26 12:22:23
acw,com,3.33.224.147,Active,2025-09-26 12:22:23
aca,com,20.230.125.109,Active,2025-09-26 12:22:23
abw,com,199.60.103.61,199.60.103.161,Active,2025-09-26 12:22:23
adc,com,198.135.207.16,Active,2025-09-26 12:22:23
adf,com,54.164.59.88,50.17.250.125,Active,2025-09-26 12:22:23
adi,com,173.236.216.139,Active,2025-09-26 12:22:23
ac3,com,166.117.110.61,99.83.161.153,Active,2025-09-26 12:22:23
adl,com,3.133.187.158,Active,2025-09-26 12:22:23
adg,com,161.35.15.177,Active,2025-09-26 12:22:23
acs,com,199.16.172.125,199.16.173.9,Active,2025-09-26 12:22:23
ac4,com,15.197.148.33,3.33.130.190,Active,2025-09-26 12:22:23
adj,com,23.227.38.65,Active,2025-09-26 12:22:23
acf,com,3.33.224.147,Active,2025-09-26 12:22:23
ac1,com,123.56.48.168,Active,2025-09-26 12:22:23
adb,com,216.177.141.14,Active,2025-09-26 12:22:23
add,com,86.105.245.69,Active,2025-09-26 12:22:23
abk,com,208.91.197.26,Active,2025-09-26 12:22:23
adn,com,13.248.188.197,76.223.39.37,Active,2025-09-26 12:22:23
adp,com,170.146.93.56,Active,2025-09-26 12:22:23
adw,com,204.44.195.29,Active,2025-09-26 12:22:23
ade,com,162.210.199.65,Active,2025-09-26 12:22:23
ad0,com,104.143.9.111,104.143.9.110,Active,2025-09-26 12:22:24
adh,com,40.122.65.162,Active,2025-09-26 12:22:24
ac0,com,86.105.245.69,Active,2025-09-26 12:22:24
ady,com,75.82.185.54,Active,2025-09-26 12:22:24
