second_level_domain,top_level_domain,ip_address,status,timestamp
aiy,com,172.104.251.198,139.162.174.209,139.162.181.76,172.104.149.86,Active,2025-09-26 12:23:56
aqd,com,64.190.63.222,Active,2025-09-26 12:23:56
aqa,com,108.178.76.219,Active,2025-09-26 12:23:56
aqh,com,64.190.63.222,Active,2025-09-26 12:23:56
aqi,com,166.117.110.61,99.83.161.153,Active,2025-09-26 12:23:56
aqo,com,54.159.98.68,Active,2025-09-26 12:23:56
aqr,com,131.226.136.35,Active,2025-09-26 12:23:56
aqj,com,208.98.40.25,Active,2025-09-26 12:23:56
aqq,com,69.64.147.244,Active,2025-09-26 12:23:56
aqk,com,103.224.182.238,Active,2025-09-26 12:23:56
aqf,com,86.105.245.69,Active,2025-09-26 12:23:57
aqs,com,166.117.110.61,99.83.161.153,Active,2025-09-26 12:23:57
aqm,com,66.42.36.67,Active,2025-09-26 12:23:57
aqy,com,18.163.127.244,Active,2025-09-26 12:23:57
aqv,com,64.190.63.222,Active,2025-09-26 12:23:57
aq2,com,185.230.63.107,Active,2025-09-26 12:23:57
aqz,com,185.53.177.50,Active,2025-09-26 12:23:57
aqt,com,221.228.76.44,Active,2025-09-26 12:23:57
aq1,com,199.59.243.228,Active,2025-09-26 12:23:57
aq0,com,170.33.12.185,Active,2025-09-26 12:23:57
aqn,com,172.104.251.198,139.162.174.209,172.104.149.86,139.162.181.76,Active,2025-09-26 12:23:57
aq3,com,64.190.63.222,Active,2025-09-26 12:23:57
aq4,com,99.83.161.153,166.117.110.61,Active,2025-09-26 12:23:58
aq6,com,166.117.110.61,99.83.161.153,Active,2025-09-26 12:23:58
ara,com,216.184.7.22,Active,2025-09-26 12:23:58
aq8,com,15.197.225.128,3.33.251.168,Active,2025-09-26 12:23:58
ard,com,173.201.182.15,Active,2025-09-26 12:23:58
are,com,45.60.12.252,45.60.18.252,Active,2025-09-26 12:23:58
arc,com,149.117.73.34,Active,2025-09-26 12:23:58
aq9,com,64.99.64.32,Active,2025-09-26 12:23:58
aq5,com,64.99.64.32,Active,2025-09-26 12:23:58
arg,com,54.215.31.113,Active,2025-09-26 12:23:58
arf,com,3.33.224.147,Active,2025-09-26 12:23:58
arh,com,216.40.34.41,Active,2025-09-26 12:23:59
arn,com,141.193.213.21,141.193.213.20,Active,2025-09-26 12:23:59
